DDATE,custitem_producttybe,URL,varieties,combined,totasecs,category,USerID,previousPage
2016-04-21 00:44:02.819,,Grandial-Blanc-de-Blancs-Doz,,Grandial-Blanc-de-Blancs-Doz,18,wine,2,Premium-Sparkling-varieties
2016-04-21 00:00:22.145,,,Mixed-White,Mixed-White,,variety,19,
2016-04-21 00:01:25.259,,,Mixed-White,Mixed-White,10,variety,19,Mixed-White
2016-04-21 00:01:26.615,,,Mixed-White,Mixed-White,1,variety,19,Mixed-White
2016-04-21 00:02:53.171,,White-Wine-Bargain-Box-12-Bottles,,White-Wine-Bargain-Box-12-Bottles,13,wine,19,Mixed-White
2016-04-21 00:02:53.668,,,Mixed-White,Mixed-White,0,variety,19,White-Wine-Bargain-Box-12-Bottles
2016-04-21 00:03:26.006,,,Mixed-White,Mixed-White,33,variety,19,Mixed-White
2016-04-21 00:03:52.707,,,Mixed-White,Mixed-White,26,variety,19,Mixed-White
2016-04-21 00:03:55.872,,,Mixed-White,Mixed-White,3,variety,19,Mixed-White
2016-04-21 00:04:03.023,,,Mixed-White,Mixed-White,8,variety,19,Mixed-White
2016-04-21 00:04:36.761,,,Mixed-White,Mixed-White,33,variety,19,Mixed-White
2016-04-21 00:04:37.625,,,Mixed-White,Mixed-White,1,variety,19,Mixed-White
2016-04-21 00:30:43.802,Mixed-Red-and-White,,,Mixed-Red-and-White,,type,83,
2016-04-21 00:30:45.446,,,Shiraz,Shiraz,2,variety,83,Mixed-Red-and-White
2016-04-21 00:30:49.042,Mixed-Red-and-White,,,Mixed-Red-and-White,4,type,83,Shiraz
2016-04-21 00:30:52.264,,,Shiraz,Shiraz,3,variety,83,Mixed-Red-and-White
2016-04-21 00:34:42.929,Red-Wine,,,Red-Wine,,type,39,
2016-04-21 00:34:56.425,,Ashton-Gate-SA-Shiraz-Cabernet-2014-12-Bottles,,Ashton-Gate-SA-Shiraz-Cabernet-2014-12-Bottles,6,wine,39,Red-Wine
2016-04-21 00:34:56.701,,,Cabernet-Shiraz,Cabernet-Shiraz,0,variety,39,Ashton-Gate-SA-Shiraz-Cabernet-2014-12-Bottles
2016-04-21 00:35:03.836,Red-Wine,,,Red-Wine,7,type,39,Cabernet-Shiraz
2016-04-21 00:00:15.017,,Mystery-Mixed-Selection-12-Bottles,,Mystery-Mixed-Selection-12-Bottles,,wine,27,
2016-04-21 00:00:15.414,,,Mixed-Red-and-White,Mixed-Red-and-White,0,variety,27,Mystery-Mixed-Selection-12-Bottles
2016-04-21 00:01:13.272,,,Mixed-Red-and-White,Mixed-Red-and-White,58,variety,27,Mixed-Red-and-White
2016-04-21 00:01:35.854,,,Mixed-Red-and-White,Mixed-Red-and-White,22,variety,27,Mixed-Red-and-White
2016-04-21 00:02:38.41,,,Mixed-Red,Mixed-Red,63,variety,27,Mixed-Red-and-White
2016-04-21 00:03:35.22,Mixed-Red-and-White,,,Mixed-Red-and-White,1,type,27,Mixed-Red
2016-04-21 00:03:44.308,Mixed-Red-and-White,,,Mixed-Red-and-White,9,type,27,Mixed-Red-and-White
2016-04-21 00:03:53.207,,5-Star-Halliday-Winery-Mega-Bundle-14-Bottles,,5-Star-Halliday-Winery-Mega-Bundle-14-Bottles,9,wine,27,Mixed-Red-and-White
2016-04-21 00:03:53.54,,,Mixed-Red,Mixed-Red,0,variety,27,5-Star-Halliday-Winery-Mega-Bundle-14-Bottles
2016-04-21 00:04:08.065,Red-Wine,,,Red-Wine,1,type,27,Mixed-Red
2016-04-21 00:04:28.202,Red-Wine,,,Red-Wine,1,type,27,Red-Wine
2016-04-21 00:06:34.383,,Reds-Whites-Imported-Bubbles-and-Scotch-12-Bottles,,Reds-Whites-Imported-Bubbles-and-Scotch-12-Bottles,10,wine,18,
2016-04-21 00:06:34.722,,,Mix-Case-and-Spirits,Mix-Case-and-Spirits,0,variety,18,Reds-Whites-Imported-Bubbles-and-Scotch-12-Bottles
2016-04-21 00:06:35.747,,,Shiraz,Shiraz,1,variety,18,Mix-Case-and-Spirits
2016-04-21 00:07:03.039,,,Sauvignon-Blanc-Semillon,Sauvignon-Blanc-Semillon,11,variety,18,Shiraz
2016-04-21 00:07:03.737,,,Sauvignon-Blanc-Semillon,Sauvignon-Blanc-Semillon,0,variety,18,Sauvignon-Blanc-Semillon
2016-04-21 00:07:04.035,,,Sauvignon-Blanc-Semillon,Sauvignon-Blanc-Semillon,1,variety,18,Sauvignon-Blanc-Semillon
2016-04-21 00:07:49.298,,Brands-Laira-Coonawarra-Chardonnay-2013-6-Bottles,,Brands-Laira-Coonawarra-Chardonnay-2013-6-Bottles,10,wine,18,Sauvignon-Blanc-Semillon
2016-04-21 00:07:50.614,,,Chardonnay,Chardonnay,1,variety,18,Brands-Laira-Coonawarra-Chardonnay-2013-6-Bottles
2016-04-21 00:07:50.984,,,Chardonnay,Chardonnay,0,variety,18,Chardonnay
2016-04-21 00:07:51.196,,,Chardonnay,Chardonnay,1,variety,18,Chardonnay
2016-04-21 00:07:51.468,,,Chardonnay,Chardonnay,0,variety,18,Chardonnay
2016-04-21 00:10:22.41,,Biscay-Road-McLarenVale-Shiraz-2014-12-Bottles,,Biscay-Road-McLarenVale-Shiraz-2014-12-Bottles,13,wine,18,Chardonnay
2016-04-21 00:10:22.94,,,Shiraz,Shiraz,0,variety,18,Biscay-Road-McLarenVale-Shiraz-2014-12-Bottles
2016-04-21 00:10:23.118,,,Shiraz,Shiraz,1,variety,18,Shiraz
2016-04-21 00:10:23.771,,,Shiraz,Shiraz,0,variety,18,Shiraz
2016-04-21 00:10:24.106,,,Shiraz,Shiraz,1,variety,18,Shiraz
2016-04-21 00:03:06.266,Red-Wine,,,Red-Wine,,type,91,
2016-04-21 00:03:29.539,Red-Wine,,,Red-Wine,23,type,91,Red-Wine
2016-04-21 00:04:03.119,Red-Wine,,,Red-Wine,34,type,91,Red-Wine
2016-04-21 00:04:08.596,,Byron-Harold-Tandem-WA-Cabernet-Merlot-2013-12-Bottles,,Byron-Harold-Tandem-WA-Cabernet-Merlot-2013-12-Bottles,5,wine,91,Red-Wine
2016-04-21 00:04:08.948,,,Cabernet-Merlot,Cabernet-Merlot,0,variety,91,Byron-Harold-Tandem-WA-Cabernet-Merlot-2013-12-Bottles
2016-04-21 00:08:19.157,,14-For-79-Shiraz-and-Mates-Mix-14-Bottles,,14-For-79-Shiraz-and-Mates-Mix-14-Bottles,15,wine,40,
2016-04-21 00:43:31.53,Mixed-Red-and-White,,,Mixed-Red-and-White,40,type,16,
2016-04-21 00:44:01.801,,5-Star-Halliday-Winery-Mega-Bundle-14-Bottles,,5-Star-Halliday-Winery-Mega-Bundle-14-Bottles,30,wine,16,Mixed-Red-and-White
2016-04-21 00:44:02.274,,,Mixed-Red,Mixed-Red,1,variety,16,5-Star-Halliday-Winery-Mega-Bundle-14-Bottles
2016-04-21 00:44:50.844,Mixed-Red-and-White,,Pinot-Noir,Mixed-Red-and-WhitePinot-Noir,48,type,16,Mixed-Red
2016-04-21 00:44:57.506,,Pure-Pinot-Noirs-12-Bottles,,Pure-Pinot-Noirs-12-Bottles,7,wine,16,Mixed-Red-and-WhitePinot-Noir
2016-04-21 00:44:57.982,,,Pinot-Noir,Pinot-Noir,0,variety,16,Pure-Pinot-Noirs-12-Bottles
2016-04-21 00:45:37.546,White-Wine,,Pinot-Gris,White-WinePinot-Gris,40,type,16,Pinot-Noir
2016-04-21 00:45:53.53,White-Wine,,Pinot-Gris-SLASH-Pinot-Grigio,White-WinePinot-Gris-SLASH-Pinot-Grigio,16,type,16,White-WinePinot-Gris
2016-04-21 00:46:27.932,White-Wine,,Pinot-Grigio,White-WinePinot-Grigio,34,type,16,White-WinePinot-Gris-SLASH-Pinot-Grigio
2016-04-21 00:47:03.536,White-Wine,,Riesling,White-WineRiesling,36,type,16,White-WinePinot-Grigio
2016-04-21 00:47:50.431,White-Wine,,Riesling,White-WineRiesling,47,type,16,White-WineRiesling
2016-04-21 00:48:57.9,,Byron-Harold-Wheelabout-Spencer-Road-Riesling-2014-12-Bottles,,Byron-Harold-Wheelabout-Spencer-Road-Riesling-2014-12-Bottles,67,wine,16,White-WineRiesling
2016-04-21 00:48:58.36,,,Riesling,Riesling,1,variety,16,Byron-Harold-Wheelabout-Spencer-Road-Riesling-2014-12-Bottles
2016-04-21 00:50:22.1,White-Wine,,Chardonnay,White-WineChardonnay,84,type,16,Riesling
2016-04-21 00:50:39.388,White-Wine,,Chardonnay,White-WineChardonnay,17,type,16,White-WineChardonnay
2016-04-21 00:50:56.343,,Chelwood-Tasmanian-Chardonnay-2013-Dozen_2,,Chelwood-Tasmanian-Chardonnay-2013-Dozen_2,17,wine,16,White-WineChardonnay
2016-04-21 00:50:56.804,,,Chardonnay,Chardonnay,0,variety,16,Chelwood-Tasmanian-Chardonnay-2013-Dozen_2
2016-04-21 00:51:47.276,,The-Mixed-Wine-Spirit-Dozen-for-Him-12-bottles,,The-Mixed-Wine-Spirit-Dozen-for-Him-12-bottles,51,wine,16,Chardonnay
2016-04-21 00:51:47.734,,,Mixed-case-%2B-spirits,Mixed-case-%2B-spirits,0,variety,16,The-Mixed-Wine-Spirit-Dozen-for-Him-12-bottles
2016-04-21 00:52:51.114,,Regional-Cabernet-Mix-12-Bottles,,Regional-Cabernet-Mix-12-Bottles,64,wine,16,Mixed-case-%2B-spirits
2016-04-21 00:52:51.577,,,Cabernet-Sauvignon,Cabernet-Sauvignon,0,variety,16,Regional-Cabernet-Mix-12-Bottles
2016-04-21 00:51:26.195,,Secret-Adelaide-Hills-Chardonnay-2013-6,,Secret-Adelaide-Hills-Chardonnay-2013-6,10,wine,4,
2016-04-21 00:51:28.295,,,Chardonnay,Chardonnay,2,variety,4,Secret-Adelaide-Hills-Chardonnay-2013-6
2016-04-21 00:51:44.985,,Mystery-94-point-Watervale-Riesling-2013-12-Bottles,,Mystery-94-point-Watervale-Riesling-2013-12-Bottles,7,wine,4,Chardonnay
2016-04-21 00:51:45.475,,,Riesling,Riesling,1,variety,4,Mystery-94-point-Watervale-Riesling-2013-12-Bottles
2016-04-21 00:51:46.461,,Mystery-93-Point-Adelaide-Hills-Riesling-2013-12-Bottles,,Mystery-93-Point-Adelaide-Hills-Riesling-2013-12-Bottles,1,wine,4,Riesling
2016-04-21 00:51:48.128,,,Riesling,Riesling,2,variety,4,Mystery-93-Point-Adelaide-Hills-Riesling-2013-12-Bottles
2016-04-21 00:52:06.92,,Secret-91-Point-Blackwood-Valley-Shiraz-2013-12-Bottles,,Secret-91-Point-Blackwood-Valley-Shiraz-2013-12-Bottles,7,wine,4,Riesling
2016-04-21 00:52:07.294,,Secret-94-Point-Barossa-Valley-Shiraz-2011-6-Bottles,,Secret-94-Point-Barossa-Valley-Shiraz-2011-6-Bottles,1,wine,4,Secret-91-Point-Blackwood-Valley-Shiraz-2013-12-Bottles
2016-04-21 00:52:07.562,,,Shiraz,Shiraz,0,variety,4,Secret-94-Point-Barossa-Valley-Shiraz-2011-6-Bottles
2016-04-21 00:52:07.832,,,Shiraz,Shiraz,0,variety,4,Shiraz
2016-04-21 00:52:25.736,,Secret-95-Pt-McLaren-Vale-GSM-2013-12-Bottles,,Secret-95-Pt-McLaren-Vale-GSM-2013-12-Bottles,7,wine,4,Shiraz
2016-04-21 00:52:27.29,,,Grenache-Shiraz-Mourvedre,Grenache-Shiraz-Mourvedre,2,variety,4,Secret-95-Pt-McLaren-Vale-GSM-2013-12-Bottles
2016-04-21 00:52:27.861,,Secret-94-Point-McLaren-Vale-Grenache-Shiraz-2013-6-Bottles,,Secret-94-Point-McLaren-Vale-Grenache-Shiraz-2013-6-Bottles,0,wine,4,Grenache-Shiraz-Mourvedre
2016-04-21 00:52:28.426,,,Grenache-Shiraz,Grenache-Shiraz,1,variety,4,Secret-94-Point-McLaren-Vale-Grenache-Shiraz-2013-6-Bottles
2016-04-21 00:52:46.966,,Secret-93-Point-Barossa-Valley-Shiraz-2013-12-Bottles,,Secret-93-Point-Barossa-Valley-Shiraz-2013-12-Bottles,8,wine,4,Grenache-Shiraz
2016-04-21 00:52:47.777,,Secret-93-Point-Barossa-Valley-GSM-2013-12-Bottles,,Secret-93-Point-Barossa-Valley-GSM-2013-12-Bottles,1,wine,4,Secret-93-Point-Barossa-Valley-Shiraz-2013-12-Bottles
2016-04-21 00:52:48.136,,,Grenache-Shiraz-Mataro,Grenache-Shiraz-Mataro,1,variety,4,Secret-93-Point-Barossa-Valley-GSM-2013-12-Bottles
2016-04-21 00:52:49.111,,,Shiraz-Mataro,Shiraz-Mataro,1,variety,4,Grenache-Shiraz-Mataro
2016-04-21 00:36:20.009,,Mystery-McLaren-Vale-GSM-2013-12-Bottles,,Mystery-McLaren-Vale-GSM-2013-12-Bottles,12,wine,92,
2016-04-21 00:36:20.65,,,Grenache-Shiraz-Mataro,Grenache-Shiraz-Mataro,0,variety,92,Mystery-McLaren-Vale-GSM-2013-12-Bottles
2016-04-21 00:25:57.713,White-Wine,,,White-Wine,,type,14,
2016-04-21 00:26:51.065,White-Wine,,,White-Wine,54,type,14,White-Wine
2016-04-21 00:27:13.992,White-Wine,,,White-Wine,22,type,14,White-Wine
2016-04-21 00:27:23.561,White-Wine,,,White-Wine,10,type,14,White-Wine
2016-04-21 00:27:37.776,White-Wine,,,White-Wine,14,type,14,White-Wine
2016-04-21 00:27:47.606,White-Wine,,,White-Wine,10,type,14,White-Wine
2016-04-21 00:31:04.226,White-Wine,,,White-Wine,39,type,14,White-Wine
2016-04-21 00:31:13.72,White-Wine,,,White-Wine,9,type,14,White-Wine
2016-04-21 00:31:22.1,White-Wine,,,White-Wine,9,type,14,White-Wine
2016-04-21 00:31:43.229,White-Wine,,,White-Wine,21,type,14,White-Wine
2016-04-21 00:33:25.448,White-Wine,,,White-Wine,102,type,14,White-Wine
2016-04-21 00:33:33.326,,Byron-Harold-Wheelabout-Spencer-Road-Riesling-2014-12-Bottles,,Byron-Harold-Wheelabout-Spencer-Road-Riesling-2014-12-Bottles,8,wine,14,White-Wine
2016-04-21 00:33:40.676,White-Wine,,,White-Wine,7,type,14,Byron-Harold-Wheelabout-Spencer-Road-Riesling-2014-12-Bottles
2016-04-21 00:34:08.36,White-Wine,,,White-Wine,28,type,14,White-Wine
2016-04-21 00:34:17.99,White-Wine,,,White-Wine,9,type,14,White-Wine
2016-04-21 00:35:18.562,White-Wine,,,White-Wine,61,type,14,White-Wine
2016-04-21 00:00:40.322,Mixed-Red-and-White,,,Mixed-Red-and-White,9,type,78,
2016-04-21 00:00:51.179,Mixed-Red-and-White,,Pinot-Noir,Mixed-Red-and-WhitePinot-Noir,11,type,78,Mixed-Red-and-White
2016-04-21 00:00:31.008,White-Wine,,,White-Wine,1,type,93,
2016-04-21 00:00:47.841,,,Mixed-White,Mixed-White,16,variety,93,White-Wine
2016-04-21 00:00:56.526,White-Wine,,,White-Wine,9,type,93,Mixed-White
2016-04-21 00:00:33.293,Red-Wine,,,Red-Wine,,type,94,
2016-04-21 00:00:47.847,Red-Wine,,Shiraz,Red-WineShiraz,14,type,94,Red-Wine
2016-04-21 00:00:57.633,Red-Wine,,Shiraz,Red-WineShiraz,10,type,94,Red-WineShiraz
2016-04-21 00:01:19.036,Red-Wine,,,Red-Wine,22,type,94,Red-WineShiraz
2016-04-21 00:02:18.199,Red-Wine,,Shiraz,Red-WineShiraz,59,type,94,Red-Wine
2016-04-21 00:36:03.655,,,Chardonnay,Chardonnay,11,variety,95,
2016-04-21 00:36:22.616,,,Chardonnay,Chardonnay,19,variety,95,Chardonnay
2016-04-21 00:36:47.116,,,Chardonnay,Chardonnay,25,variety,95,Chardonnay
2016-04-21 00:49:47.547,Red-Wine,,,Red-Wine,,type,120,
2016-04-21 00:50:04.365,Red-Wine,,,Red-Wine,17,type,120,Red-Wine
2016-04-21 00:50:52.015,Red-Wine,,,Red-Wine,48,type,120,Red-Wine
2016-04-21 00:29:51.8,,,Shiraz,Shiraz,,variety,108,
2016-04-21 00:36:41.347,,Barking-Owl-WA-Cabernet-Sauvignon-2014-12-Bottles,,Barking-Owl-WA-Cabernet-Sauvignon-2014-12-Bottles,1,wine,108,Shiraz
2016-04-21 00:36:46.459,,,Cabernet-Sauvignon,Cabernet-Sauvignon,5,variety,108,Barking-Owl-WA-Cabernet-Sauvignon-2014-12-Bottles
2016-04-21 00:15:39.6,Mixed-Red-and-White,,,Mixed-Red-and-White,12,type,17,
2016-04-21 00:16:23.877,Mixed-Red-and-White,,,Mixed-Red-and-White,44,type,17,Mixed-Red-and-White
2016-04-21 00:17:03.628,Mixed-Red-and-White,,,Mixed-Red-and-White,40,type,17,Mixed-Red-and-White
2016-04-21 00:19:36.898,Mixed-Red-and-White,,,Mixed-Red-and-White,153,type,17,Mixed-Red-and-White
2016-04-21 00:19:52.83,Red-Wine,,,Red-Wine,16,type,17,Mixed-Red-and-White
2016-04-21 00:19:58.606,Red-Wine,,,Red-Wine,6,type,17,Red-Wine
2016-04-21 00:20:29.121,Red-Wine,,,Red-Wine,31,type,17,Red-Wine
2016-04-21 00:21:00.452,Red-Wine,,,Red-Wine,31,type,17,Red-Wine
2016-04-21 00:21:22.679,Red-Wine,,,Red-Wine,22,type,17,Red-Wine
2016-04-21 00:21:36.44,Red-Wine,,,Red-Wine,14,type,17,Red-Wine
2016-04-21 00:21:58.413,Red-Wine,,,Red-Wine,22,type,17,Red-Wine
2016-04-21 00:22:11.957,Red-Wine,,,Red-Wine,13,type,17,Red-Wine
2016-04-21 00:22:30.227,Red-Wine,,,Red-Wine,19,type,17,Red-Wine
2016-04-21 00:22:47.822,Red-Wine,,,Red-Wine,17,type,17,Red-Wine
2016-04-21 00:23:16.635,Red-Wine,,,Red-Wine,29,type,17,Red-Wine
2016-04-21 00:23:29.609,Red-Wine,,,Red-Wine,13,type,17,Red-Wine
2016-04-21 00:23:42.145,Red-Wine,,,Red-Wine,13,type,17,Red-Wine
2016-04-21 00:24:22.396,Red-Wine,,,Red-Wine,40,type,17,Red-Wine
2016-04-21 00:24:29.943,Red-Wine,,,Red-Wine,7,type,17,Red-Wine
2016-04-21 00:07:38.242,,Pepperjack-Barossa-Shiraz-2014-6-bottles,,Pepperjack-Barossa-Shiraz-2014-6-bottles,5,wine,36,
2016-04-21 00:07:38.685,,,Shiraz,Shiraz,0,variety,36,Pepperjack-Barossa-Shiraz-2014-6-bottles
2016-04-21 00:08:41.181,Red-Wine,,,Red-Wine,25,type,36,Shiraz
2016-04-21 00:08:50.126,Red-Wine,,,Red-Wine,9,type,36,Red-Wine
2016-04-21 00:06:54.688,Mixed-Red-and-White,,,Mixed-Red-and-White,143,type,96,
2016-04-21 00:07:40.337,Mixed-Red-and-White,,,Mixed-Red-and-White,46,type,96,Mixed-Red-and-White
2016-04-21 00:08:51.122,Sparkling-and-Champagne,,,Sparkling-and-Champagne,71,type,96,Mixed-Red-and-White
2016-04-21 00:09:44.566,Sparkling-and-Champagne,,,Sparkling-and-Champagne,53,type,96,Sparkling-and-Champagne
2016-04-21 00:53:09.524,,Zontes-Footstep-Scarlet-Ladybird-Rose-2014-12-Bottles,,Zontes-Footstep-Scarlet-Ladybird-Rose-2014-12-Bottles,4,wine,97,
2016-04-21 00:53:09.89,,,Rose,Rose,0,variety,97,Zontes-Footstep-Scarlet-Ladybird-Rose-2014-12-Bottles
2016-04-21 00:22:07.147,,Mixed-Red-Party-Case-12-Bottles,,Mixed-Red-Party-Case-12-Bottles,,wine,3,
2016-04-21 00:22:07.445,,,Mixed-Red,Mixed-Red,0,variety,3,Mixed-Red-Party-Case-12-Bottles
2016-04-21 00:24:44.816,,5-Star-Halliday-Winery-Mega-Bundle-14-Bottles,,5-Star-Halliday-Winery-Mega-Bundle-14-Bottles,8,wine,3,Mixed-Red
2016-04-21 00:24:45.176,,,Mixed-Red,Mixed-Red,1,variety,3,5-Star-Halliday-Winery-Mega-Bundle-14-Bottles
2016-04-21 00:27:37.623,,14-For-79-Shiraz-and-Mates-Mix-14-Bottles,,14-For-79-Shiraz-and-Mates-Mix-14-Bottles,23,wine,3,Mixed-Red
2016-04-21 00:27:37.946,,,Mixed-Red,Mixed-Red,0,variety,3,14-For-79-Shiraz-and-Mates-Mix-14-Bottles
2016-04-21 00:28:10.069,,Big-House-Red-Mixed-Case-14-Bottles,,Big-House-Red-Mixed-Case-14-Bottles,8,wine,3,Mixed-Red
2016-04-21 00:28:10.405,,,Mixed-Red,Mixed-Red,0,variety,3,Big-House-Red-Mixed-Case-14-Bottles
2016-04-21 00:28:47.818,,Mixed-Red-Party-Case-12-Bottles,,Mixed-Red-Party-Case-12-Bottles,9,wine,3,Mixed-Red
2016-04-21 00:28:48.087,,,Mixed-Red,Mixed-Red,1,variety,3,Mixed-Red-Party-Case-12-Bottles
2016-04-21 00:29:24.789,Mixed-Red-and-White,,,Mixed-Red-and-White,8,type,3,Mixed-Red
2016-04-21 00:29:48.114,Mixed-Red-and-White,,Mixed-Red,Mixed-Red-and-WhiteMixed-Red,24,type,3,Mixed-Red-and-White
2016-04-21 00:30:17.534,,,Mixed-Red,Mixed-Red,29,variety,3,Mixed-Red-and-WhiteMixed-Red
2016-04-21 00:30:55.293,,,Mixed-Red,Mixed-Red,38,variety,3,Mixed-Red
2016-04-21 00:36:03.416,,,Mixed-Red,Mixed-Red,10,variety,3,Mixed-Red
2016-04-21 00:03:50.762,White-Wine,,,White-Wine,5,type,71,
2016-04-21 00:03:54.314,White-Wine,,,White-Wine,4,type,71,White-Wine
2016-04-21 00:04:05.877,White-Wine,,,White-Wine,11,type,71,White-Wine
2016-04-21 00:04:53.224,Red-Wine,,,Red-Wine,48,type,71,White-Wine
2016-04-21 00:05:17.566,Sparkling-and-Champagne,,,Sparkling-and-Champagne,24,type,71,Red-Wine
2016-04-21 00:05:44.25,Sparkling-and-Champagne,,,Sparkling-and-Champagne,27,type,71,Sparkling-and-Champagne
2016-04-21 00:06:02.454,Sparkling-and-Champagne,,,Sparkling-and-Champagne,18,type,71,Sparkling-and-Champagne
2016-04-21 00:01:48.284,,,Pinot-Gris-SLASH-Pinot-Grigio,Pinot-Gris-SLASH-Pinot-Grigio,,variety,20,
2016-04-21 00:02:09.544,Red-Wine,,Pinot-Noir,Red-WinePinot-Noir,21,type,20,Pinot-Gris-SLASH-Pinot-Grigio
2016-04-21 00:02:46.632,Red-Wine,,,Red-Wine,37,type,20,Red-WinePinot-Noir
2016-04-21 00:03:59.946,,Infinitum-Primitivo-2013-6-Bottles,,Infinitum-Primitivo-2013-6-Bottles,73,wine,20,Red-Wine
2016-04-21 00:04:21.51,,CaBoscari-Negroamaro-Salento-IGT-2014-6-Bottles,,CaBoscari-Negroamaro-Salento-IGT-2014-6-Bottles,21,wine,20,Infinitum-Primitivo-2013-6-Bottles
2016-04-21 00:04:21.902,,,Negroamaro,Negroamaro,0,variety,20,CaBoscari-Negroamaro-Salento-IGT-2014-6-Bottles
2016-04-21 00:05:12.1,White-Wine,,,White-Wine,14,type,20,Negroamaro
2016-04-21 00:08:29.482,Red-Wine,,,Red-Wine,197,type,20,White-Wine
2016-04-21 00:08:47.526,Red-Wine,,,Red-Wine,18,type,20,Red-Wine
2016-04-21 00:10:14.864,Sparkling-and-Champagne,,,Sparkling-and-Champagne,62,type,20,Red-Wine
2016-04-21 00:10:32.079,Sparkling-and-Champagne,,,Sparkling-and-Champagne,18,type,20,Sparkling-and-Champagne
2016-04-21 00:49:20.108,,Bloombury-Tale-Semillon-Sauvignon-Blanc-2015-12-Bottles,,Bloombury-Tale-Semillon-Sauvignon-Blanc-2015-12-Bottles,,wine,43,
2016-04-21 00:49:20.614,,,Semillon-Sauvignon-Blanc,Semillon-Sauvignon-Blanc,0,variety,43,Bloombury-Tale-Semillon-Sauvignon-Blanc-2015-12-Bottles
2016-04-21 00:49:39.821,,Crackerjack-Sauvignon-Blanc-2015-12-Bottles,,Crackerjack-Sauvignon-Blanc-2015-12-Bottles,19,wine,43,Semillon-Sauvignon-Blanc
2016-04-21 00:49:40.367,,,Sauvignon-Blanc,Sauvignon-Blanc,1,variety,43,Crackerjack-Sauvignon-Blanc-2015-12-Bottles
2016-04-21 00:50:46.124,,,Sauvignon-Blanc-Semillon,Sauvignon-Blanc-Semillon,66,variety,43,Sauvignon-Blanc
2016-04-21 00:51:00.276,,Pretty-Pure-Eden-Valley-Sauvignon-Blanc-2014-12-Bottles,,Pretty-Pure-Eden-Valley-Sauvignon-Blanc-2014-12-Bottles,14,wine,43,Sauvignon-Blanc-Semillon
2016-04-21 00:51:00.753,,,Sauvignon-Blanc,Sauvignon-Blanc,0,variety,43,Pretty-Pure-Eden-Valley-Sauvignon-Blanc-2014-12-Bottles
2016-04-21 00:51:20.448,White-Wine,,,White-Wine,20,type,43,Sauvignon-Blanc
2016-04-21 00:51:37.654,,Tiny-Vineyard-Margaret-River-Semillon-Sauvignon-Blanc-2014-12-Bottles,,Tiny-Vineyard-Margaret-River-Semillon-Sauvignon-Blanc-2014-12-Bottles,17,wine,43,White-Wine
2016-04-21 00:51:38.103,,,Semillon-Sauvignon-Blanc,Semillon-Sauvignon-Blanc,1,variety,43,Tiny-Vineyard-Margaret-River-Semillon-Sauvignon-Blanc-2014-12-Bottles
2016-04-21 00:52:29.053,Mixed-Red-and-White,,,Mixed-Red-and-White,51,type,43,Semillon-Sauvignon-Blanc
2016-04-21 00:53:14.047,Sparkling-and-Champagne,,,Sparkling-and-Champagne,45,type,43,Mixed-Red-and-White
2016-04-21 00:33:45.206,White-Wine,,,White-Wine,,type,44,
2016-04-21 00:34:19.015,White-Wine,,,White-Wine,34,type,44,White-Wine
2016-04-21 00:34:33.082,,Worlds-End-Margaret-River-Sauvignon-Blanc-2015-12-Bottles,,Worlds-End-Margaret-River-Sauvignon-Blanc-2015-12-Bottles,14,wine,44,White-Wine
2016-04-21 00:34:33.52,,,Sauvignon-Blanc,Sauvignon-Blanc,0,variety,44,Worlds-End-Margaret-River-Sauvignon-Blanc-2015-12-Bottles
2016-04-21 00:34:40.183,White-Wine,,,White-Wine,1,type,44,Sauvignon-Blanc
2016-04-21 00:34:47.332,White-Wine,,Pinot-Gris,White-WinePinot-Gris,7,type,44,White-Wine
2016-04-21 00:34:50.599,White-Wine,,Pinot-Grigio,White-WinePinot-Grigio,3,type,44,White-WinePinot-Gris
2016-04-21 00:40:41.997,,,Pinot-Grigio,Pinot-Grigio,13,variety,44,White-WinePinot-Grigio
2016-04-21 00:38:17.198,Red-Wine,,Cabernet-Shiraz,Red-WineCabernet-Shiraz,,type,66,
2016-04-21 00:38:56.12,Red-Wine,,Shiraz-Cabernet-Sauvignon,Red-WineShiraz-Cabernet-Sauvignon,39,type,66,Red-WineCabernet-Shiraz
2016-04-21 00:39:22.427,Red-Wine,,Shiraz,Red-WineShiraz,26,type,66,Red-WineShiraz-Cabernet-Sauvignon
2016-04-21 00:40:12.745,Red-Wine,,Shiraz,Red-WineShiraz,50,type,66,Red-WineShiraz
2016-04-21 00:40:43.526,Red-Wine,,Shiraz,Red-WineShiraz,31,type,66,Red-WineShiraz
2016-04-21 00:45:07.528,Red-Wine,,,Red-Wine,14,type,98,
2016-04-21 00:46:00.232,,Malindi-Vintners-Stranded-Dune-Shiraz-2013-12-Bottles,,Malindi-Vintners-Stranded-Dune-Shiraz-2013-12-Bottles,53,wine,98,Red-Wine
2016-04-21 00:46:00.632,,,Shiraz,Shiraz,0,variety,98,Malindi-Vintners-Stranded-Dune-Shiraz-2013-12-Bottles
2016-04-21 00:01:00.87,,,Mixed-Case-%2B-Gift,Mixed-Case-%2B-Gift,,variety,79,
2016-04-21 00:03:39.897,Red-Wine,,,Red-Wine,,type,72,
2016-04-21 00:04:01.017,Red-Wine,,,Red-Wine,22,type,72,Red-Wine
